标题,小区,区域,售价,单价,户型,面积,朝向,装修,楼层,年份,建筑类型,详情页
满五唯一 ，房子保养新，房本在手,中海国际社区三期 ,含浦,101,9613,3室2厅,105.07,南,简装,低楼层(共33层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104109513763.html
湘江边兰亭湾畔江景大平层   省个税    精装四房两卫,兰亭湾畔二期三期 ,洋湖垸,230,17199,4室2厅,133.73,南,精装,中楼层(共33层) ,,平房,https://cs.lianjia.com/ershoufang/104111766757.html
房子南北通透楼层采光视野好清水毛坯,梅溪盛荟 ,枫林三路,170,12762,4室2厅,133.21,南 北,毛坯,高楼层(共32层),2021年,板塔结合,https://cs.lianjia.com/ershoufang/104111761614.html
首付25万搞定上车洋湖！洋湖芯位置！洋湖公馆二期,洋湖公馆二期 ,洋湖垸,102,13027,3室2厅,78.3,北,精装,中楼层(共33层) ,,塔楼,https://cs.lianjia.com/ershoufang/104111768712.html
长沙轴承厂河西宿舍 2室2厅 南,长沙轴承厂河西宿舍 ,河西步步高,65,10329,2室2厅,62.93,南,简装,低楼层(共6层),1997年,板楼,https://cs.lianjia.com/ershoufang/104111701186.html
满五唯一 南北通盘 地铁口 配套好,奥克斯中央公馆 ,银盆岭,139,12915,3室1厅,107.63,南,其他,高楼层(共33层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104111953475.html
房子是很实用的小三房，很适合一家三口。,云栖谷 ,含浦,66.8,8484,3室2厅,78.74,南,精装,中楼层(共18层),2014年,板楼,https://cs.lianjia.com/ershoufang/104111652213.html
正常交易 好户型的 三水清毛坯房 看房方便诚信出售,金科世界城 ,雷锋大道,117.8,9248,4室2厅,127.39,南 北,毛坯,中楼层(共34层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104109333651.html
正规大四房，中间楼层，精装自住，现代风装修，三十多,米兰春天 ,含浦,112,9059,4室2厅,123.64,南,精装,中楼层(共34层),2016年,塔楼,https://cs.lianjia.com/ershoufang/104111518270.html
房龄新，2021年交房，周正，楼层适中,中海阅麓山 ,洋湖垸,199,17776,3室2厅,111.95,南 北,精装,低楼层(共24层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104110902539.html
洋湖北次新楼盘清水毛胚四房两厅两卫中高楼层诚心出售,融创融公馆 ,含浦,123,9339,4室1厅,131.71,东,毛坯,高楼层(共33层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104111465474.html
梅溪四季大五房 楼层好 视野广阔 诚心出售 价格好谈,和泓梅溪四季 ,梅溪湖北岸,292,21195,5室2厅,137.77,南,其他,高楼层(共32层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104108957619.html
洋湖北， 央企大盘中海国际大三房两卫 全新未入住,中海国际社区四期 ,含浦,99.8,8166,3室2厅,122.22,东南,其他,高楼层(共33层) ,,板楼,https://cs.lianjia.com/ershoufang/104109010754.html
八方一期大平层大四房 已委托钥匙 看房方便,八方小区祥泰山庄 ,观沙岭,518,27434,4室2厅,188.82,南 北,简装,中楼层(共6层),2003年,板楼,https://cs.lianjia.com/ershoufang/104110612997.html
户型通透且周正  钻石楼层  重新出售  拎包入住,中海国际社区二期 ,含浦,96,9821,3室2厅,97.75,南 北,其他,高楼层(共33层),2013年,塔楼,https://cs.lianjia.com/ershoufang/104107560047.html
洋湖中海国际居家三房 拎包入住 满五唯一 诚心出售,中海国际社区四期 ,含浦,100,10102,3室1厅,99,南,其他,中楼层(共33层) ,,板楼,https://cs.lianjia.com/ershoufang/104111174278.html
B区前排的楼栋，视野无遮挡，可看岳麓山，八方公园,八方小区B区 ,市政府,558,40116,3室2厅,139.1,南,其他,高楼层(共33层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104111226922.html
一线山湖景 万科物业 楼下公园 地铁口,天祥水晶湾 ,梅溪湖北岸,275,19342,4室2厅,142.18,南,其他,低楼层(共49层),2017年,板楼,https://cs.lianjia.com/ershoufang/104110728163.html
梅溪四季大平层4+1五房，清水毛坯，满五唯一,和泓梅溪四季 ,梅溪湖北岸,360,19355,5室2厅,186,南,其他,高楼层(共36层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104108507879.html
40年产权小户型高楼层近地铁有步行街,华侨假日中心 ,东方红,38,7103,1室1厅,53.5,南 北,其他,中楼层(共24层),2016年,板塔结合,https://cs.lianjia.com/ershoufang/104111174728.html
不靠高架，连廊结构，看靳江河景观，通透,万科白鹭郡 ,洋湖垸,123,12317,3室2厅,99.87,南,精装,中楼层(共29层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104110313152.html
梅溪湖金茂府复式豪 宅 使用率达480平 坐享音乐喷泉,金茂府 ,梅溪湖北岸,545,25890,5室2厅,210.51,南,毛坯,低楼层(共39层),2016年,板楼,https://cs.lianjia.com/ershoufang/104110282939.html
龙湖新壹城 1室1厅 东南,龙湖新壹城 ,洋湖垸,38.8,10325,1室1厅,37.58,东南,毛坯,低楼层(共22层) ,,塔楼,https://cs.lianjia.com/ershoufang/104111614661.html
振业城三期次新小区精装四房出售,振业城三期 ,梅溪湖北岸,177.8,14885,4室2厅,119.45,西南,精装,高楼层(共34层) ,,塔楼,https://cs.lianjia.com/ershoufang/104111816197.html
央企中海国际 精装四房 户型周正 楼层好视野开阔 诚售,中海国际社区二期 ,含浦,120,9438,4室2厅,127.15,南,其他,高楼层(共33层),2013年,塔楼,https://cs.lianjia.com/ershoufang/104109759469.html
金辉优步花园 毛坯 洋房诚心出售,金辉优步花园 ,雷锋大道,149,11898,3室2厅,125.24,南 北,毛坯,高楼层(共8层) ,,板楼,https://cs.lianjia.com/ershoufang/104111832792.html
万科白鹭郡经典三房二卫满五唯一业主诚意出售,万科白鹭郡 ,洋湖垸,180,15430,3室2厅,116.66,南 北,其他,高楼层(共24层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104111823665.html
含浦 次新小区南山十里天池 毛坯三房出售 随时看房,南山十里天池 ,含浦,70,7961,3室2厅,87.93,南,毛坯,低楼层(共34层),2018年,板塔结合,https://cs.lianjia.com/ershoufang/104111846846.html
品质小区  刷卡入户 拎包入住,惠天然梅岭国际 ,梅溪湖北岸,150,15885,3室1厅,94.43,南,精装,高楼层(共28层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104109903422.html
梅溪湖金茂品质 全明户型 通风采光好 楼层好 视野开阔,梅溪湖金茂湾 ,梅溪湖南岸,169,13374,3室2厅,126.37,南,其他,高楼层(共46层),2017年,板楼,https://cs.lianjia.com/ershoufang/104110087615.html
北辰三角洲奥城E7区 3室2厅 南,北辰三角洲奥城E7区 ,北辰三角洲,228,19586,3室2厅,116.41,南,其他,低楼层(共45层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113508789.html
地铁口 经典通透三房 诚心出售,四季美景 ,四方坪,126,9732,3室2厅,129.48,南,精装,中楼层(共16层),2006年,板楼,https://cs.lianjia.com/ershoufang/104112558333.html
此房位于主城区，地理位置好，交通便利，次新小区。,里约荟 ,四方坪,110,9993,3室2厅,110.08,南,简装,高楼层(共30层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113330125.html
中间楼层，中间楼栋，随时看房，业主很诚心，户型周正,湖山赋 ,金霞,92,7338,3室2厅,125.39,南,其他,高楼层(共31层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113271222.html
40万装修优质精装好房，可读书，长沙满五唯一,北辰三角洲C3区 ,北辰三角洲,246,21579,3室2厅,114,南,精装,高楼层(共45层) ,,板楼,https://cs.lianjia.com/ershoufang/104109740143.html
湘江壹号一线江景房，260万现代ji简风格装修,湘江壹号三期 ,金霞,637,22266,4室2厅,286.09,南 北,其他,高楼层(共43层) ,,塔楼,https://cs.lianjia.com/ershoufang/104113549596.html
北辰花小钱办大事 蕞低两房价格 地铁,北辰凤凰天街 ,北辰三角洲,79,11639,2室1厅,67.88,南,精装,中楼层(共43层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112812185.html
南北通透 2+1户型 户型周正 上学方便 近地铁 自住装修,世纪城赏江苑 ,湘江世纪城,112,11332,3室2厅,98.84,南 北,其他,高楼层(共28层),2008年,塔楼,https://cs.lianjia.com/ershoufang/104113432341.html
南北通，双阳台，双地铁，广电旁边，有车位,绿洲花园 ,月湖,155,11023,3室2厅,140.62,南,其他,中楼层(共33层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104113228481.html
万达 五一广场 长宝佳园 精装3房 诚心出售,长宝佳园 ,松桂园,184.8,13139,3室2厅,140.65,南,其他,中楼层(共28层),2008年,暂无数据,https://cs.lianjia.com/ershoufang/104113208267.html
地铁口 山语城二期一梯两户小高层 诚心出售,山语城二期 ,金霞,84,9305,2室2厅,90.28,南 北,精装,中楼层(共11层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104111964705.html
次新小区，刚需户型，朝南户型三房,北辰三角洲C3区 ,北辰三角洲,195,17151,3室2厅,113.7,南,简装,低楼层(共45层) ,,板楼,https://cs.lianjia.com/ershoufang/104111005160.html
湖湘大市场整栋5层带门面共413.35平 带租约出售,湖湘大市场 ,金霞,227,5492,3室2厅,413.35,南 北,简装,低楼层(共5层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104110728037.html
联排别墅，闹中取静，户型周正，南北对流,长泰豪园 ,湘江世纪城,292,12002,5室3厅,243.3,南,精装,1层,,联排别墅 ,https://cs.lianjia.com/ershoufang/104110010506.html
以房换房，有房就能买，不要资格,湘江壹号三期 ,金霞,322.5,13004,4室2厅,248.01,南 北,毛坯,中楼层(共30层) ,,板楼,https://cs.lianjia.com/ershoufang/104109748048.html
铂宫大厦 绿化安保小区 业主诚心卖 金满地 万达 价优,铂宫大厦 ,松桂园,39,11246,1室0厅,34.68,南,其他,中楼层(共21层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104109900344.html
北辰商圈 花园景观 大阳台通对流 居家装修 中高楼层,君悦香邸 ,北辰三角洲,260,14716,4室2厅,176.69,南,精装,中楼层(共20层),2010年,板楼,https://cs.lianjia.com/ershoufang/104110220001.html
次新房 正地铁 滨江看浏阳河 中间楼层 清水塘北雅,北辰三角洲C3区 ,北辰三角洲,215,18696,3室2厅,115,南,毛坯,中楼层(共52层) ,,板楼,https://cs.lianjia.com/ershoufang/104111761182.html
精装修可拎包入住，户型周正，诚心出售，中间楼层,科大佳园北苑 ,四方坪,180,12102,3室2厅,148.74,北,其他,中楼层(共18层),2010年,塔楼,https://cs.lianjia.com/ershoufang/104110952243.html
伍家岭商圈 凯乐国际城 香江锦城 开福寺 湘雅医院,毛家桥 ,伍家岭,53,8363,2室1厅,63.38,南,其他,中楼层(共6层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104110955119.html
独门独户 采光足好 带家具电器 交通便利 配套齐全,听香水榭 ,四方坪,103,10433,3室2厅,98.73,南,其他,高楼层(共23层),2011年,板塔结合,https://cs.lianjia.com/ershoufang/104111328252.html
咏江苑1楼门面房，位置好，瑜伽房装修,世纪城咏江苑 ,湘江世纪城,120,9842,4室2厅,121.93,南 北,其他,低楼层(共33层),2009年,塔楼,https://cs.lianjia.com/ershoufang/104111723201.html
北辰C3区 唯一住宅 低楼层三居室 近地铁 近三馆一厅,北辰三角洲C3区 ,北辰三角洲,157,13892,3室2厅,113.02,南,毛坯,低楼层(共55层) ,,板楼,https://cs.lianjia.com/ershoufang/104110331231.html
交通介绍环境介绍位置介绍小区介绍,左岸春天 ,四方坪,75,7815,2室1厅,95.98,南,毛坯,低楼层(共16层),2005年,板楼,https://cs.lianjia.com/ershoufang/104109118072.html
小区直通地铁与车库，繁华地段大悦城近五一广场,北辰三角洲凤凰公元 ,北辰三角洲,114.5,12274,1室0厅,93.29,南,其他,高楼层(共18层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104109396671.html
临江苑 深受喜爱的西边01户  满五唯一 清水毛坯,世纪城临江苑 ,湘江世纪城,185,13052,4室2厅,141.75,南 北,其他,高楼层(共33层),2008年,塔楼,https://cs.lianjia.com/ershoufang/104113292547.html
单价低，业主诚心卖，看房方便，户型周正,湖山赋 ,金霞,73,7577,3室2厅,96.35,南,其他,高楼层(共31层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104113242566.html
正地铁口 楼下就是地铁口 户型周正，采光好，公摊小。,金霞银园 ,金霞,61.8,6876,2室2厅,89.89,南 北,其他,低楼层(共18层),2010年,板塔结合,https://cs.lianjia.com/ershoufang/104113344297.html
近北辰地铁口，产权清晰，中间楼层，资金需求诚心卖,君悦香邸 ,北辰三角洲,111,11896,3室1厅,93.31,南,简装,中楼层(共25层),2007年,板塔结合,https://cs.lianjia.com/ershoufang/104111454046.html
万煦园电梯房三房  可以拎包入住 诚心出售,万煦园 ,四方坪,120,9758,4室2厅,122.98,南 北,其他,低楼层(共6层),2007年,板楼,https://cs.lianjia.com/ershoufang/104113308784.html
一线观景房 视野好 小区自带  空调,红橡华园 ,马王堆,157,14017,3室1厅,112.01,南,其他,高楼层(共33层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104112572430.html
钥匙在手 说走就走 看得见摸得着 首付两成 地铁读书近,东玺门 ,马王堆,73.5,8955,2室2厅,82.08,西北,简装,34层,2009年,板塔结合,https://cs.lianjia.com/ershoufang/104111781614.html
地铁口，带大露台，复式楼2层精装有暖气片，南北通透,新世纪家园 ,芙蓉区政府,103.5,5802,4室2厅,178.39,南 北,精装,高楼层(共7层),2002年,板楼,https://cs.lianjia.com/ershoufang/104101271768.html
6号线东湖站200米 毛坯三房 三面采光 大三房,爵世名邸东湖 ,汽车东站,106,8618,3室2厅,123,南,毛坯,中楼层(共34层),2017年,板楼,https://cs.lianjia.com/ershoufang/104111822189.html
芙蓉广场 浏城桥 复式大平层出售,顺天城 ,浏城桥,318,9194,9室3厅,345.9,东南,简装,高楼层(共28层),2000年,板塔结合,https://cs.lianjia.com/ershoufang/104111937553.html
万家丽双地铁，实用三房东南朝向，配套齐全，自住装修,百纳公寓 ,马王堆,103.8,11450,3室2厅,90.66,南,精装,中楼层(共33层),2013年,板塔结合,https://cs.lianjia.com/ershoufang/104113267096.html
万家丽荷花苑，自住装修单位房，随时可看,荷花苑 ,德政园,72,7837,2室2厅,91.88,南 北,其他,中楼层(共7层),2007年,板楼,https://cs.lianjia.com/ershoufang/104113567384.html
地铁5号线马王堆站 自住精装两房 楼层好 采光明亮,马王堆陶瓷建材新城 ,马王堆,49,5615,2室2厅,87.27,南,精装,中楼层(共5层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104112077655.html
小区新次   配套成熟   随时看房,芙蓉万国城MOMA ,汽车东站,30,7327,1室1厅,40.95,西,其他,低楼层(共26层),2016年,板塔结合,https://cs.lianjia.com/ershoufang/104113786455.html
一线观景房 视野好 小区自带  空调,红橡华园 ,马王堆,210,15090,4室2厅,139.17,南 北,其他,低楼层(共33层),2015年,板塔结合,https://cs.lianjia.com/ershoufang/104106899034.html
三地铁线 芙蓉区政府正地铁口 自住精装 随时看房,新世纪家园 ,芙蓉区政府,66,7542,2室2厅,87.52,南,简装,中楼层(共7层),2002年,板楼,https://cs.lianjia.com/ershoufang/104112387533.html
德政园精装修复式楼 交通方便 南北通透,德政园聚心苑 ,德政园,96,7132,4室2厅,134.62,南 北,其他,高楼层(共7层) ,,板楼,https://cs.lianjia.com/ershoufang/104111770548.html
中间楼层，全朝南的户型，业主诚心出售，看房方便,恒大江湾 ,汽车东站,75,9391,2室1厅,79.87,南,精装,低楼层(共29层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113251662.html
6号线500米复式Gong寓····,旺德府万象时代 ,汽车东站,47,10855,1室1厅,43.3,东南,其他,中楼层(共20层) ,,暂无数据,https://cs.lianjia.com/ershoufang/104113627374.html
万家丽地铁口旁 业主诚心 双卧室朝南 配套成熟,旭日东升 ,马王堆,75,8817,2室2厅,85.07,南,其他,高楼层(共25层),2007年,板塔结合,https://cs.lianjia.com/ershoufang/104112255354.html
6、7号线双地铁 湘雅附二站 成熟配套 舒适 24小时安保,银园公寓 ,火车站,93,9413,3室2厅,98.81,南 北,简装,中楼层(共35层),2007年,板楼,https://cs.lianjia.com/ershoufang/104109925089.html
"房子交通便利,中间楼层,两梯两户带双阳台.",中交中央公园 ,汽车东站,95,10061,2室2厅,94.43,南,精装,中楼层(共28层),2012年,板楼,https://cs.lianjia.com/ershoufang/104113764503.html
辉煌国际城 2室2厅 南,辉煌国际城 ,汽车东站,78,9347,2室2厅,83.45,南,精装,中楼层(共33层) ,,板塔结合,https://cs.lianjia.com/ershoufang/104113773084.html
